Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y
AIMP1,1447968963.5898702,1400563876.2271113,1285012023.0296433,1055893643.43737,979204549.5233701,1040813080.4573826,943862576.5988219
AIMP2,272899321.7826933,186438950.52493483,230505405.0594783,313898363.33789676,319772238.92059034,309387693.3608299,207430808.12036425
AIP,187100735.37883648,210632280.6679188,182372769.40781862,634151727.8546246,483933489.05911577,443743724.76627797,584147186.1118354
AK1,7696750691.805925,4535530750.835005,7006303657.839902,8982929335.436178,6676270152.36657,9773501890.372925,5801614616.8776045
AK2,512737711.4168223,755343218.2373351,471056714.5423955,476924569.3287965,464435187.7881592,500435150.5221437,455787254.4667383
AK3,1665583515.8148904,2579543791.19644,2474437421.5994864,3877491810.2313766,3281838834.6475525,3099496291.06333,2878699127.0455976
AK4,1591577790.6784868,2689629470.356163,2488983578.585819,2900546237.96066,2434688666.4616103,3055449480.5633793,2062154070.1761336
AK5,942305285.3192928,957542057.2905221,909695023.2844149,1429419550.6602933,1284463942.0585835,1503941970.3079274,1249555521.794227
AKAP1,296594091.0723048,239694135.46951282,288553100.6598943,150508652.76415905,150508652.76415905,150508652.76415905,150508652.76415905
AKAP10,22663253.26694247,46912483.53546796,37025675.220705464,24775046.900444724,24775046.900444724,24775046.900444724,24775046.900444724
AKAP11,9800779.245976506,9800779.245976506,9800779.245976506,9018229.092287024,9018229.092287024,9018229.092287024,9018229.092287024
AKAP12,4531800851.684503,4387175196.776651,4669361221.230134,5487359966.409549,4360263440.752922,4868273261.878396,3298872730.345173
AKAP5,109290850.42479943,7885033.293150659,81388417.53206405,19882191.61028669,19882191.61028669,19882191.61028669,19882191.61028669
AKAP6,8727876.744584616,8727876.744584616,8727876.744584616,32686000.581734367,32686000.581734367,32686000.581734367,32686000.581734367
AKAP7,1051368747.5294502,388095814.6553678,415195870.01353014,36057804.13305423,9163556216.46545,13976883575.459002,3622316832.562019
AKAP9,9449619.42634272,9449619.42634272,9449619.42634272,13651322.641833397,13651322.641833397,13651322.641833397,13651322.641833397
AKR1A1,6001507072.070938,5317197010.439869,5963656312.960569,5990284279.657591,5092169448.1414995,5958441200.947714,5606350517.242898
AKR1B1,10714217230.83511,9890013185.389046,13345991112.346678,11686992899.983664,12320968929.806925,12035545986.249838,13354442816.6807
AKR1C1,2371836182.145402,1822162818.2918222,926428080.5713791,1468210969.133874,1466856092.147708,1758573938.6406338,1047911146.4564542
AKR1C2,323413781.9625193,214958302.02133238,155726345.3082743,214700472.29893878,161332522.6743836,257240450.21418232,131097349.22837068
AKR1C3,77187372.8710928,266815529.6965679,118796193.53118438,161546475.74352655,181416963.3395743,420466855.1310756,45476576.41257117
AKR7A2,1699816377.5289478,3391598986.3898835,2437678655.3381205,2594899796.588926,3136988470.350567,3459630244.4477463,2490063566.8771906
AKR7A3,24616567.54550137,103095234.9485823,62592484.98124964,640245797.8086388,23946190.155932892,724123982.7328659,23946190.155932892
AKT1,50243802.63846982,35854159.65326442,7673415.436229494,23788891.515115328,23788891.515115328,23788891.515115328,23788891.515115328
AKT1S1,18553313.334606145,9149625.344510423,9149625.344510423,15246019.5278481,15246019.5278481,119379912.24220489,15246019.5278481
AKT2;AKT3,608236043.9115227,471394922.3582106,477073856.7114472,440530094.72309095,421356106.1971312,294701013.6863184,50523598.065238886
AKTIP,23990682.936981037,71731746.11722346,9241286.144061442,13116107.560336439,13116107.560336439,13116107.560336439,13116107.560336439
ALAD,1962969161.3599322,2849338857.740894,3032633135.493349,2429148295.0703416,3495778137.722369,3162354463.9933176,4116838282.5793285
ALB,147366255037.62372,133287987209.17992,131745221537.29669,57316526806.274025,274530814391.27368,354036211037.8996,149430179589.50186
ALCAM,1439770685.1669106,1551827362.2492585,1632610699.2329636,2903813148.4684253,1388459242.86955,3134482069.9134502,2716051972.8246903
ALDH16A1,8218689.336829998,31768483.152901217,37449015.70823702,19740366.548742794,19740366.548742794,19740366.548742794,19740366.548742794
ALDH18A1,72441640.54904997,88856625.34534065,77901218.3048522,113377751.69809951,93972743.43301697,90679812.86367725,81091559.18873517
ALDH1A1,3816459949.583898,6734532644.094581,5560399242.486103,5790366920.342604,5383129067.327728,5901175373.926188,5438421883.665
ALDH1A2;ALDH1B1,496657361.2058022,686482513.4991285,630301619.9276015,355024440.1143394,588965611.1488391,573081238.2582815,390813215.74217415
ALDH1L1,1391932237.2651176,2606880808.736162,2267858675.235481,3348603762.692758,2962106252.7451425,2602256329.204421,3150090371.9075117
ALDH2,15680428516.187635,25297794431.488564,24974860683.892315,28097046712.238934,25561740810.597733,32071663500.512695,25093150473.35304
