Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y
AGPAT5,175395519.04926586,145042086.1102987,194895209.7044185,266954369.76471537,220194685.21344712,230256844.9868685,167284405.3942194
AGPS,62525310.736184515,41323035.80979184,18245119.37366716,211131696.74812454,39314722.1489155,213918021.4491571,39314722.1489155
AGRN,912858127.2043861,612738365.4385065,597856266.7580825,720971312.9070967,814393762.1006507,687005378.1469226,707315200.5763749
AGT,184928168.07409078,681471617.6765809,236322252.5243468,572940862.6216443,664463864.4859352,632241582.6875798,701930091.0710827
AGTPBP1,82983312.12544319,59481024.678872555,8087638.740416489,55130710.07996358,53207189.743752815,54244837.646043174,15813089.063394533
AHCTF1,8953807.39383881,254986435.73031482,8953807.39383881,11482342.681426926,11482342.681426926,11482342.681426926,11482342.681426926
AHCY,4945605223.8750105,5105895942.582789,4866866704.583598,4444668141.726694,5137611308.998824,4971803506.416605,5157434538.104738
AHCYL1,5435135236.758981,6417922868.815328,6945138131.172931,7984520746.966129,5739151943.445478,6799937643.881368,5789597990.771705
AHCYL2,1538789408.703312,949885319.2935117,2213862018.5895724,1332428165.9927492,904806340.5415941,1047714223.4481301,679566698.5891532
AHNAK;NRIP1,1714244981.1839764,2869386666.5624704,2041087390.8842857,2972858902.7911224,3649344183.019817,2301187281.261096,3503529129.398559
AHNAK2,1197060987.0215816,3212161485.4235888,1856570706.287757,2186702457.372602,2868771806.4180675,2328642127.9140573,2234348789.3560247
AHSA1,1570245636.3834677,2151892762.0687265,1873217831.6829014,1609949803.095981,1636064751.8601165,1592905662.465372,1122320938.5587509
AHSG,44103842.306298636,8483329.980331236,8483329.980331236,16841825.315072432,16841825.315072432,16841825.315072432,16841825.315072432
