,genes,avg_scores
303,ETV6,4.401715263587667
304,SLC3A1,4.107881833265532
305,PYHIN1,4.185029252881611
306,CLDN23,4.084989502013844
307,RND1,4.745622939684499
308,SLC27A2,4.439643283661999
309,CDC25B,4.451505097122916
310,DNAJC10,4.096823844011317
311,ZNF80,4.406404225992333
312,CDH1,4.559342864771999
313,NFKBIB,4.395695212050499
314,NDUFB4,4.401573592572
315,ANGPT1,4.172870540926178
316,SLC39A5,4.169460733366166
317,PANK3,4.334186092097166
318,RPGRIP1L,4.095959186809
319,FSCN2,4.488007170749249
320,AQR,4.360297900018749
321,COL16A1,4.2933019435942255
322,SMURF2,4.2389019407815
323,ARHGAP27,4.453063808681249
324,ACAP3,4.692227429008749
325,ZNF98,4.273433121900499
326,NUDC,4.5923434297645
327,NPTN,4.2273443933180825
328,BAP1,4.105577208394222
329,SYBU,4.865590635658749
330,AP1G2,4.205106784948582
331,SAMD4B,4.335494494574833
332,PARL,4.397451425636416
333,ZBTB3,4.311795478439583
334,RAD17,4.565421998229499
335,ERF,4.5587984810535
336,SPRTN,4.457231713002333
337,PTPDC1,4.3869211982888325
338,SERPINB9,4.353979970356916
339,XBP1,4.1088852634601665
340,ROBO1,4.811578062070749
341,TRIM32,4.162610307266611
342,RNASEH2B,5.258215984132999
343,LDLRAD3,4.4250835291724995
344,NUDCD2,4.306262417268333
345,ARHGEF19,4.120246271797416
346,ZNF395,4.520609289243334
347,TGFBR3,4.3978644227083326
348,SNCAIP,4.3460234498705
349,TRMT12,4.210734128060202
350,ICAM1,4.288668355414
351,ZNF778,3.961789245791638
352,ARHGEF6,4.601966856490087
353,MED13,4.6610723359024995
354,NUCB2,4.516307430352344
355,SLC35G2,4.484743865664083
356,STAT6,4.753216826652749
357,STAT5A,4.360211500790749
358,GNG5,4.341393198143452
359,PRKAG2,4.398849975097167
360,CMPK1,4.845643185175667
361,SPSB3,4.248375938327178
362,MEAF6,4.522658718435158
363,ATP8B1,4.394933602994833
364,ZNF652,4.409353979041778
365,POLR2F,4.432631863124
366,KLHL12,4.386451843710908
367,PLS1,4.412093246799499
368,CSTF2,4.3925310976545
369,PDYN,2.9265158135255
370,MAPKBP1,4.204922222126041
371,C1QTNF3,4.376892604220452
372,ZNF594,4.117050203834816
373,APOO,4.350364101772999
374,IER2,4.406720131750785
375,SMC3,4.044527612526333
376,TAX1BP3,4.461462848048952
377,LCT,4.560037871861833
378,CLCN2,4.3731158526115
379,ZNF394,4.361852790965702
380,COL1A1,4.55987609989707
381,VASN,4.052401706367594
382,YIF1A,4.7564168361027495
383,SAP30,4.552349718622785
384,DDX24,4.214510036519582
385,ABLIM3,4.4519594711354005
386,ARHGEF10,4.018335536034291
387,MYOM3,4.533276335061999
388,IRX4,4.445148112702833
389,PIP4K2C,4.169111122929344
390,SF3B5,4.036522625665623
391,PCYT1A,4.274221585846
392,DNAJB1,4.701294450682
393,TRIO,4.788199798464499
394,TNNI3K,4.2988198862605
395,RHOD,4.812430521634666
396,ZBTB49,4.0457602185475
397,MAPKAPK5,4.275720493884166
398,ATP6V0A2,4.001206836507071
399,RPS8,4.568781766399119
400,TMEM25,4.594939612140333
401,LRRC59,4.638566051836333
402,RIOK1,4.21141448160875
403,SCAP,4.06542693144625
404,KRT84,4.562430424601667
405,ZNF623,4.230991112574436
406,CARD8,3.779610757908833
407,GNA11,4.4978132314999995
408,SLIT2,4.644568993657666
409,TNP1,4.8107786059965
410,ATP6V1C1,4.199761923929333
411,EHD3,4.411701703367
412,PEG10,4.335875248712499
413,SNX13,4.3953180108866965
414,RAB43,4.799497678599499
415,AKAP8,4.156235986310583
416,MOB1B,4.60894847377075
417,ARID2,4.396373767950618
418,LIPJ,4.431171429560999
419,DIRAS3,4.522910396085429
420,TACC1,4.3574065078904995
421,WDR5B,3.8679087666680005
422,TEX10,4.376807158517333
423,ZDHHC20,4.033273583785785
424,NANS,4.41232897231
425,CLPX,3.995061232739582
426,MGLL,4.558159415656499
427,ZNF587B,4.091221288035313
428,NKAPL,4.172920626781083
429,PPAN,4.100092002470208
430,STK17A,4.3382240396399165
431,TMPRSS15,4.391152663008055
432,RC3H2,4.557710113144166
433,TRAPPC9,4.3656818574219995
434,DCLK2,4.321920345789555
435,IL12RB2,4.0257270340949995
436,ZNF292,4.694371375812642
437,POU2F2,4.3808311306364525
438,SLC27A1,4.546962184384222
439,RPS27A,4.040146000540916
440,TRIM8,4.336869962975499
441,PAM16,4.248455772319833
442,PPM1K,4.230127226009011
443,U2AF1L4,4.291529732972
444,BLM,4.7184199856620355
445,KRT23,4.438321620772999
446,PCGF1,4.301356888601583
447,HGF,4.260579538668
448,UBAP2L,4.52102095573375
449,CPNE6,4.854972950322249
450,P2RX4,4.066979943532833
451,MC1R,4.192899767281249
452,FAM161A,4.206138222868333
453,ATP1B2,4.7471726505493335
454,MBNL1,4.304569230650166
455,POLK,4.118268907026666
456,POLR3G,4.472918930570428
457,SSC5D,4.582496591485083
458,OSBP,4.276455594515499
459,CAMK2G,4.349889113158535
460,STIM1,4.214153434477499
461,KIT,4.483873100068928
462,KRT14,4.575183480133999
463,KDM3A,4.473606607840667
464,GALNT9,4.452861983496999
465,POLH,4.3754817147185
466,NFE2L3,4.2151977031876005
467,ACOT1,4.360351202253583
468,KCNE4,4.6191107108615554
469,TMEM175,4.094424825210817
470,SNRNP48,4.153535034414916
471,KRT6C,4.792042106106498
472,SSU72,4.447574320643667
473,BMP2K,4.053227931700833
474,MTHFR,4.350289143009083
475,HACE1,4.250468234225166
476,CALB2,4.5770589760451665
477,PXMP2,4.426209949174166
478,WAS,4.14674425019125
479,PIF1,4.116989717036166
480,DNTT,4.542836840326504
481,SMAD2,4.2649924756805
482,TP53TG5,4.475574923023318
483,PNPLA3,4.359479236283286
484,TTC37,4.390616122786035
485,MAP2K3,4.323193418233666
486,TAS1R2,2.7967062625876666
487,SCLY,4.3372055328279995
488,HMGN5,4.139480306117702
489,IVD,4.093457249285166
490,HOXB13,3.965666537199512
491,REPS2,4.5047895070851665
492,TLR9,4.1921843594015
493,LMAN1,4.361416943667
494,ARHGDIB,4.498691857459749
495,RPL7,4.501510484948667
496,LASP1,4.592375006748833
497,MMS22L,4.058148422104999
498,ZBTB17,4.200014015998249
499,GEMIN8,4.2824353927095
500,NDRG2,5.3648059009379985
501,CDK20,4.247912050318542
502,ZNF501,4.365777418510583
503,ITGB4,4.984605126212832
504,PPP1R14A,4.443906093035416
505,CCDC66,4.088877453777535
506,SLC19A3,4.421749522445333
507,LUM,4.147527960215666
508,MVD,4.20361562994761
509,UTP15,4.171823896824582
510,ID1,4.724329865908971
511,STARD8,4.442691076221166
512,ST6GAL1,4.431241033451166
513,PLK1,4.51720645883775
514,PKN1,4.623033652197832
515,NAALADL2,4.9009016859531185
516,DENND6B,4.324529339710249
517,CLSTN1,4.207638356433833
518,DNAJC6,4.532191358454833
519,IGF2BP3,4.308349025823333
520,APOB,4.916744639496452
521,RSL24D1,4.495211058007106
522,PDZD4,4.214048807408541
523,GIGYF2,4.660323457017332
524,MAD2L2,4.635102435784333
525,GGT5,3.9468137050488328
526,RYBP,4.753453190294281
527,PLCE1,4.524976904686249
528,RGPD3,4.907874379967415
529,TRPM3,4.77444709181225
530,ENPP2,4.26138955761125
531,SNX1,4.373683396931334
532,ZNF350,4.32804437112875
533,ZNF578,4.258975295880749
534,MASTL,4.402117420168093
535,MSL3,4.750035251879999
536,TMEM59,4.486631888401916
537,ZNF445,4.502941311633666
538,TRIM31,4.296696655280987
539,UBL3,4.5236127323823885
540,OPRK1,4.470329599825928
541,SNN,4.201068901355833
542,PELI2,4.507259339088
543,CIB1,4.4597062181365
544,SEC31A,4.296506343286499
545,IMPDH2,4.441003058479223
546,TNFRSF13C,4.025539613203762
547,ITGA2,4.575251287231499
548,ALDH1L2,4.483415290478333
549,C3AR1,4.413749382563333
550,POP1,4.436830510440499
551,CAMK2D,4.399362007650833
552,EDA2R,4.353330750117094
553,MSL2,4.432280572800334
554,DYNLRB2,4.372187792785833
555,SUCO,4.065432717821833
556,DENND6A,4.469714162472999
557,ETF1,4.403273866888332
558,ELOVL4,4.325455040545695
559,ZNF85,4.275875995102333
560,EAPP,4.696893488461499
561,PPP1R7,4.088248659776142
562,NEFM,4.384578371541666
563,NEDD4L,4.369036940147256
564,TPD52L1,4.199144487570666
565,ASCL2,4.148225188521428
566,EPB41L2,4.9140672649568335
567,BAZ2B,4.646807201899211
568,CA3,4.569130502582364
569,NOX1,4.4267066767604994
570,SULT1B1,4.631940602101999
571,SLFN5,4.343443689088666
572,RIPK2,4.484415178158499
573,ARHGAP5,4.483851954791416
574,PRR5L,4.066319162240818
575,ATP8A1,4.460479660613333
576,MMP15,4.492779091678
577,RPS12,4.407840658600582
578,MED18,4.289811499044
579,OSGEP,4.2728334510425
580,UBXN2B,4.386991143704499
581,PEAR1,4.358089524842368
582,TFG,4.400421887052583
583,MERTK,4.432132192109774
584,SCAI,4.303193984105916
585,CSNK1E,4.29005493389475
586,MTAP,4.036362569017221
587,RELL1,4.689377298868583
588,DPP8,4.3834248608648325
589,LRIG1,4.480381063235499
590,LACTB,4.385694220081
591,NLRP4,4.613537951781499
592,ZNF683,4.465468022406788
593,ZNF76,4.042567493380166
594,UBE2E3,4.420726028791808
595,PIP,4.21163290333012
596,ADAMTS4,4.685907476049295
597,LZTS1,4.399347316365924
598,GSPT1,4.416932925941762
599,UTY,4.265699626730833
600,KCNAB1,4.671742422946832
601,RBMXL1,4.406551828892758
602,TIRAP,4.1803777803676665
603,CCDC90B,4.192219824536083
604,FKBP10,4.341857677454524
605,FBXO33,4.288202789715285
606,CEBPB,4.236353931500512
607,NKTR,4.477300408058894
608,TRPC7,2.9041722987174285
609,LSS,4.319143990965583
610,PTPRM,4.8170975259301665
611,RAD21,4.465036698616999
612,NPHP3,4.026050234348916
613,CBX1,4.8908125165915
614,HYLS1,4.24447687132575
615,GNA14,4.26939003878475
616,ECM1,4.5113569558318325
617,BTBD1,4.432926827930242
618,EIF4EBP1,4.484778944887333
619,COLEC12,4.29333468961575
620,RAB40A,4.431356359567499
621,DDX20,4.364667132991666
622,NOTCH3,4.7875304413598325
623,ITFG2,4.395948112966539
624,ERBB4,5.091858677421999
625,ZNF302,4.266942420488541
626,FGD4,4.4695854712545
627,CELF4,4.6274114390894985
628,TMEM38B,4.414548816210999
629,PARS2,4.028030726762251
630,RPS4Y1,4.413725091728721
631,RNF43,4.320533686914667
632,MAP3K10,4.028715687626056
633,SOX8,4.710145169460833
634,PITPNM3,4.36938169509675
635,RPIA,4.535432289186167
636,TERF1,4.234178470457667
637,RRBP1,4.344500811356055
638,PRKD1,4.474352569305666
639,TRMT5,4.2514464546885105
640,NFXL1,4.403485909916285
641,RUSC1,4.271261891388333
642,EOGT,3.928661567428952
643,GNAI1,4.672328340923833
644,MKNK1,4.376926398885499
645,CHD3,4.772345019293025
646,RPL24,4.570388650990202
647,LAS1L,4.3878443083439995
648,TMEM70,4.153803780168305
649,XKR6,4.380639427617
650,LRRC39,4.3716766716496895
651,TSPAN14,4.140728550189538
652,BLOC1S3,4.700212437927333
653,TSC22D1,4.162560441770333
654,CC2D1B,4.389338048043055
655,STXBP2,4.347558866913166
656,ZNF277,4.345226227565666
657,XRCC3,4.471294455697666
658,ARIH2,4.276423028723285
659,SLC44A5,4.49440959723725
660,TCERG1L,4.468888335991583
661,THOC3,4.274720395556333
662,NOXA1,4.6612102209255
663,ESD,4.517875793797416
664,SORD,4.173164123279166
665,SYT4,4.590649896022833
666,TOE1,4.116719083120749
667,ZSCAN22,4.342122311725678
668,BCAP29,4.123417309813166
669,MKS1,4.115958191393833
670,DEPDC1B,4.496441397582499
671,MRPL23,4.594328175286666
672,RHPN2,4.482234980202666
673,ZNF454,4.417237291317833
674,EIF2B2,3.8801147771507614
675,DLAT,4.032617648880667
676,TRIM41,4.456693252045238
677,PKN3,4.555462703552833
678,ACTR6,4.2344625158615
679,DDX23,4.475580692883334
680,HLA-F,5.4717218338565
681,CTDP1,4.140608106610499
682,HOXA5,4.484510577879583
683,ZNF213,4.531762681056143
684,KLF2,4.571838359280166
685,KPNA7,4.352833046021999
686,KRAS,5.065607455473738
687,DCAF6,4.226198548646305
688,CLMP,4.437011205317166
689,MIDN,4.6021381126905
690,AIM2,4.400821963167666
691,HECA,4.210007221121167
692,VPS72,4.24998562861275
693,FLNA,4.9021998596633685
694,AJAP1,4.538100491605341
695,POT1,4.265308916941666
696,RBMS1,4.193329197148928
697,SAPCD2,4.132048360760762
698,SMCHD1,4.395243545615
699,RANBP9,4.4803603120231665
700,GOLGA8B,4.0936284454109995
701,TFAP2D,2.6647893346694995
702,POTEF,4.60587469639373
703,CADM3,4.335512598327833
704,ZNF837,4.435395995186333
705,DIS3L2,4.564967641175797
706,CLP1,4.248109605212888
707,DLGAP5,4.508991608254447
708,WWTR1,4.671577032989749
709,GHDC,4.399862673029916
710,RAB6C,3.9297699464984444
711,TFEC,4.412378330254582
712,ANTXR2,4.121087422574583
713,VCL,4.503186952487721
714,EXOC3L1,4.352935306490833
715,PHKA1,4.1663721646521665
716,MAP4K3,4.146695617123611
717,PARD6G,4.518864483708239
718,DDX19B,4.2796115440768325
719,IGLL1,4.713675914875499
720,KIF25,4.28123990830325
721,TNFRSF8,4.423667558568611
722,CATSPERD,4.71228905608573
723,PKP3,4.468769706213472
724,GIMAP1,4.229782532832286
725,TUBG1,4.4959797723785
726,TBX4,4.293009710728666
727,HEY2,4.393151002542666
728,SLC22A8,4.410985622734961
729,ARPC1A,4.559583786070166
730,GALNT1,4.335451987640166
731,CEBPZ,4.371637207620499
732,DACT1,4.411292784302
733,PDE3B,4.0822766858240005
734,SNAP23,4.815908414028167
735,CNOT4,4.226487583096095
736,MAML3,4.487105477119666
737,MGRN1,4.284910051759249
738,EEF1A2,4.546179268188856
739,FOXD4L1,4.106361416923416
740,ZMYM4,4.405827860200851
741,AHSA1,4.294223078734833
742,GLMN,4.255222872133333
743,ATN1,4.165967047295722
744,PTPRK,4.874396101951249
745,FAM118B,4.1532627093909165
746,SPSB4,4.353624021531666
747,COL25A1,4.622990871753833
748,TNK1,4.545582985275202
749,ASGR2,4.283417387734666
750,COPS6,4.274287282111916
751,KDM6B,4.055163282755
752,RTN4RL2,4.270664705412222
753,KIN,4.25317856586525
754,PEX5,4.5221836353514995
755,SUMF2,4.544242990259167
756,TNS4,4.45886401359075
757,GRIK1,4.646818049241499
758,HNRNPU,4.583875255151378
759,SNX22,4.506205511718
760,NIM1K,4.539612840133
761,E2F4,4.624060598035095
762,WNT3A,4.548521478356999
763,CRABP2,4.682579280229055
764,CSRP3,4.495341575036999
765,FMNL2,4.564964847599666
766,FCRL2,4.277998449626898
767,RANBP2,5.001196719453119
768,COL6A3,4.717366417099618
769,GRIN3A,4.375420784124167
770,CLTCL1,4.400844870842864
771,RERE,4.7933156448353325
772,HMGB2,4.7379774914479995
773,DOCK3,5.012231204222999
774,ARNTL,4.1733881278255
775,RPL31,4.668160515455332
776,FRYL,4.800746556923208
777,RAPGEF1,4.3602405771757775
778,GLUD1,4.3737757097214995
779,NOM1,4.168209979082341
780,UTP23,4.410447772629416
781,DMD,5.285883722916749
782,RNF169,4.430535383689
783,ABCG4,4.321455374128388
784,CENPJ,4.176990624991499
785,KLRF1,4.468941187679889
786,DCHS1,4.984714101774499
787,CRNKL1,4.341467310071667
788,PTPN22,4.213049121766611
789,ADAMTSL3,4.169524704570666
790,GCK,4.5468659774148605
791,EIF4A3,4.431964988189582
792,RAD9A,4.11249265064175
793,TRIM22,4.2896002557795825
794,ELL,4.3390953407955
795,ETV4,4.251175978448071
796,VAX1,5.032413080671498
797,DSP,5.092460022818249
798,RPL12,4.551421332387666
799,UBXN4,4.386223345918332
800,COPB1,4.5206231260635
801,MATK,4.292763397790083
802,GPR151,3.1938216483199993
803,TSN,4.171565604202333
804,CTSL,4.445162875313667
805,SRSF12,4.492911525755999
806,PHLDA3,4.362984906092999
807,CSTF1,3.869552274064499
808,PADI3,4.754199140099498
809,DOCK6,4.398234007555106
810,SRSF5,4.104295561587666
811,DNAJC16,4.145101502837333
812,SPIN2A,4.648864954573285
813,MYD88,4.386844543994113
814,CHST13,4.371521861403832
815,NANOGNB,4.4318127548131665
816,LEMD2,4.255912229055666
817,SMS,4.514132328787333
818,DDX58,4.390837624309202
819,SCML1,3.952609260971643
820,FAM207A,4.2481272544348325
821,ISL2,4.530445407515999
822,ZNF160,4.003672885459111
823,GGPS1,4.158121353073119
824,DUT,4.325380586197499
825,RNF5,4.520020208804667
826,ACD,4.408970886493619
827,PAFAH1B1,4.478385753665166
828,HMMR,4.327925173828611
829,DSG4,4.775285234951998
830,ADRA2A,3.995733407689345
831,HAP1,4.280533472503749
832,NHLH1,4.251566266762111
833,ADRA2C,4.3364483380155
834,NCKAP1,4.200681337796791
835,DDX60,4.4097138176529995
836,NDFIP1,4.600299537868285
837,ZNF101,4.052209776012666
838,WDR75,4.462917883410666
839,ASAP2,4.541510433938698
840,IPO13,4.699526871486737
841,BRCA1,5.144115648071119
842,CD93,4.184177321801587
843,PDHA2,2.680201769800667
844,PCDHA9,4.483052258957499
845,PPFIA3,4.366822124276584
846,KRT5,4.488649972766499
847,VPS16,4.143826988129834
848,OPTN,4.279387090201166
849,RPL23,4.557964594208333
850,PGAM1,4.402354299537595
851,RBPJL,4.494142841241915
852,DACT3,4.621101998481833
853,TAF9B,4.5687095546459275
854,FDPS,4.0933611928958324
855,E2F6,4.248316540269892
856,DARS2,4.461924159926
857,RAB33A,4.514955433886429
858,KRT72,4.2006987415227295
859,RIPK3,4.08305706078275
860,SLC16A14,4.515240784727
861,HS6ST1,4.24919368373425
862,VPS37A,4.211968779876856
863,PGD,4.4254720668621665
864,SLC12A7,4.615369060682166
865,TXNDC9,4.7396453929758025
866,REV3L,4.614997364609499
867,RAD18,4.184212264951458
868,AKR1C2,4.163713972406749
869,UNC5B,4.7042861991196165
870,KCTD17,4.249907041228893
871,GPSM2,4.738548408405916
872,ZDHHC17,4.116270457582042
873,ATP2A3,4.689552777146262
874,TEAD1,4.370177838817499
875,DNAAF2,4.419642072505999
876,ORMDL2,4.390967724988363
877,TRAPPC4,4.321304619069832
878,ZNF296,4.175153709412666
