Gene2,AAK1,ABI1,ABI2,ACTB,ACTG1,ADD1,ADD2,ADD3,AGRN,AMPH,ANK2,ANXA1,AP3D1,ATP1A1,ATP2B1,ATP2B2,ATP6V0D1,ATP6V1B1,C1QBP,CACNG3,CAMK2B,CANX,CAP2,CDC42,CDH10,CDH2,CNTN2,CNTNAP1,CORO1A,CSPG5,CTBP1,CTNNB1,CTNND2,DBNL,DLG3,DLGAP1,DLGAP2,DNM2,DNM3,DPYSL3,DYNLL2,EPHA4,ERC2,EXOC3,EXOC4,GABBR1,GABBR2,GABRA4,GAP43,GOT1,GRIA4,GRIN2A,GRIN2B,GRM3,GRM5,GSK3B,HRAS,HSPA8,HTT,INA,KCNA1,KCNA2,KCNMA1,KCTD12,KCTD16,LIN7A,LRRC7,MAP1B,MAP2,MAPT,MINK1,MPP2,NAPA,NLGN2,NRGN,NRXN1,NRXN2,NSF,NTRK2,OLFM1,PACSIN1,PALM,PCLO,PDE2A,PEBP1,PFN1,PFN2,PICALM,PKP4,PLCB1,PPFIA1,PPFIA2,PPP2R1A,PPP3CA,PPP3CC,PRKACA,PRKAR1A,PRKAR2B,PSD3,PURA,RAB10,RAB18,RAB21,RAB35,RAB3C,RAB3D,RAB5A,RAB5C,RAB8B,RABAC1,RAPGEF4,RHOA,RIMBP2,RIMS1,RIMS2,RPH3A,RPS18,RTN3,RTN4,SCN2A,SLC18A2,SLC1A2,SLC32A1,SLC6A17,SNCA,SPTBN1,SPTBN2,STX1B,STX4,STX6,STX7,STXBP1,STXBP3,STXBP5,SV2A,SV2B,SYN1,SYNGR2,SYNGR3,SYNJ1,SYNJ2,SYP,SYT1,SYT12,SYT2,SYT7,TNR,TUBA1A,VAMP2,VCP,VDAC1,VPS45,VTI1A,WASF1,WDR7,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,mean,group
GRM1,4.397480214799998,4.2287968554000015,5.057040139749999,4.615607887599998,5.4165789534,4.728795658999999,5.036551357999999,4.796194452399999,5.319406200100001,3.9607557904000004,6.0648230654,4.716150415200001,4.629648911900002,4.883099839999999,3.881189619999999,5.255882861099999,4.688858388700002,4.144191324,4.554071860500001,4.905747116999999,4.9347407067,4.154842767799998,4.229033374799998,4.143138502799999,3.8997773223,4.287311030399998,5.1962442391,4.185512708299998,4.7885747176999995,4.769656990699999,4.518266298,6.374937648099997,3.6613826855999987,4.435963373300001,4.015403267,4.919612208399999,4.486383466299998,4.643924694299998,4.0800156436,4.986128218199998,4.734200425699998,4.2593715535,4.3784257738,4.020476132099999,4.228362423199998,4.567153013999999,4.839853287999999,5.096276177399999,4.2710859592000014,4.295436178899998,4.460067798999999,4.488513883099999,4.6767347825000005,6.3237718782000005,9.150267873999995,4.435793839199998,4.993221310199998,4.651521436099999,4.883762263,4.608294405900001,4.255946841899998,4.305128546099998,5.383160380999999,4.7675298748,3.668304148999997,4.3646308732,3.973227996199998,5.444697613999999,5.719477255399999,5.8769765623999985,4.651017068700002,3.9690835112,4.5823665461999985,4.2242150919,4.934813751,6.417636205,4.423708557999999,4.809065934,4.0999923319,4.393228936999997,4.498368725800001,4.362908403599999,5.2336396363999995,4.510778944399998,4.706325902,4.6369647269000005,4.7980123654,4.876431447699999,4.879990115999999,5.496273725000003,4.7312432308000005,5.379169561,3.8508495166999985,4.4493618652,4.7452612157,4.5870244201000006,4.30284769,4.159685898299999,4.944079693999999,4.274364965899999,4.4416772692,3.7852674303999985,4.440647062900001,4.0611255721,3.7885712814,4.7840430164,4.140046303499998,4.296522014799998,4.0068143331,4.5810510768000015,4.297651819699998,4.2604398224,3.9268003112999987,5.747161666999996,4.949945287199999,4.5989275225,4.3324207678,4.6639641130000005,4.196092238400001,4.884860780999999,4.120001492499998,6.123939445999997,5.618387739699997,4.987269737999998,4.880801903400001,4.874596045400001,4.978688496999997,4.648134622200001,4.3603356038999985,3.8589579580999986,5.0110212449999985,5.356509861999999,4.186892206699998,4.257220295199997,4.144700381,4.065148893599998,4.884372010700002,4.3589179164,5.512900823199999,5.2618729360000005,4.593573331,4.322178179200002,3.8926215549000003,4.3216016241,4.4567751885,4.350626312899998,4.2809037405,3.9551101635999992,4.576793588400001,4.249127188299998,5.303739711399996,4.8473205941999975,3.2689910826,4.8429958319,5.071846245,5.1290814237000015,4.8599475502,4.2011399813,5.0110727845,4.546856934999998,4.6549943973309365,1
MYO5A,3.6464893740999984,4.420205031999999,4.232775885999997,4.2754304857999985,3.967693002199997,3.8531159827000017,3.6938778232,3.8693083687,4.985795908099999,4.101060651199998,6.359839510999999,4.0807562454,3.9423560131,4.090823402400002,3.8392806674000015,4.238273852000002,4.197498794099999,4.287276090199999,4.110277153399999,3.533526389199998,4.261700963700001,4.5570416283,4.023582457999998,3.9709994321000006,4.024917918500002,4.0479380964,4.609776642200001,4.1550013262,4.0588954857,4.1725852316,4.147423408099999,6.219868528999998,4.506388125499998,4.858951760199999,3.943692945200001,3.170042418800002,3.9420626977999986,3.9355292274,4.408026416099999,4.1136734636000005,3.4266453150000005,3.4701909143000003,3.9437141370999984,4.0053835951000005,3.8306819306,4.396420740699998,4.134692648799997,3.970375594199999,3.5482072261999984,3.808847776599999,4.261607286399999,4.6968776293999985,4.2138801356,4.0570040171,4.528017210799998,3.9286255346,4.0987987064,4.160695181199999,4.2059720666,3.6606801716,3.8299239754999994,3.9008841854999994,5.060328472699998,3.686600721599998,3.2690265383999986,3.9441128489999993,3.9301771115,5.0057344064,5.122891143699999,5.5953594650000005,3.834247115399998,4.4412756241,4.218197756900001,4.176602533400001,4.4969109093,6.6149713772000025,3.6372410777999984,3.9117596137000006,4.977833523799998,3.9930888661000004,3.860292108099999,4.1901237001,4.6412039899999975,4.3484046999000014,4.148251590999998,4.424901417,4.456544730399997,4.107002808799999,5.153109364999997,5.043141466999999,4.0413308514,4.425361239999999,3.6994572973000004,3.766864029699998,4.3250005097000015,3.871222888,4.0192388148,3.6393453824999984,4.21190648,3.9581813912,4.3441038034,3.8662280404,4.3328515880000005,4.5723865872000005,3.8456563839999984,3.1211400024000007,4.1994346827000015,4.015954781800001,4.1580008195,4.882676488,3.9025203835,4.618876627199999,3.4363162257000015,4.254873618199998,4.294988227200001,3.8239908283999986,4.227075210400002,4.6914255384,4.143531370800002,3.5901719039,4.1651373743999995,4.331000429,3.6556421117999993,3.887411051299999,4.2440151213,5.073185762000001,4.0950273803,4.2539229142,4.3829325417,4.069304087199998,3.7150361365499984,4.144956365099997,3.9707597917000004,3.2911421919999992,3.0602451866,3.8097977926000017,3.685255117099999,4.033648400999998,4.298155785000001,3.5495945411999994,3.7711468780999993,4.373968078999998,4.203911640299999,4.595158098399999,3.8489658766999986,4.2448478891,4.649018606399999,4.135593307,4.6977450952999975,4.1994000782,4.097509718399999,3.9325317113,4.3367493011999985,3.9416976807999986,4.4479684933999994,4.359389565099997,3.5997437289999987,4.177472745,4.4418083906999986,4.472737165299999,4.173405411847812,1
GABRA1,5.397578991999998,4.3072961277,4.2615780753999974,5.239070750400001,4.2507983744,3.9015152254000007,4.2352298661,5.4349909489999995,4.462865528200001,5.484241559999999,5.920964806400001,4.8774865925999995,4.812964636799999,4.8468957942,4.7007256842,5.249694695999999,4.263364336399999,4.6841888704,4.228831529499998,5.201676121,4.403472432000001,4.8033511170999965,5.1196120779999985,4.4688662164,4.889644684500001,4.192632827,3.295779844400002,4.226179080399998,4.411783132199997,5.698246731399998,3.4352186649000007,6.133607521,4.309731149999998,3.7452650804000007,4.643399056200002,3.7410585520000006,3.9604546194999997,4.287711058499999,4.297029466699998,5.237684052399999,5.228978625000001,5.292516376999999,4.319801577399997,4.3117600728999985,4.534963072499999,4.147163408499996,4.545885832399999,4.827807075700001,5.234380145,4.529312295999997,5.057818401999998,4.638087417299997,4.4506501830000005,5.307781009799999,5.6003973782,4.590768131199998,3.6630625789,4.0205373432,4.4128185317,5.2345025732999995,4.8923632005,5.0818660671,4.924352161399996,4.607262603699998,4.384614016999996,4.149919740599997,4.696941444000001,5.380048175999999,5.447434649999999,5.297735166,4.295758370899998,3.904867473599998,4.293142839099999,4.399959933999998,4.468783293399998,6.489055578000003,3.8894689269,4.931375099999997,5.004606218399999,3.3602052719999995,4.901651519800001,5.168050086199998,4.721714747,3.4195857763000004,4.9516039119999995,4.144607191899998,4.0415420239,3.7727277939999992,4.804096267299999,5.794472346999997,3.8867989015000006,4.978027010899996,4.1013307971999975,5.1296565882,4.059459690599999,4.583372001899998,4.0713197244,4.608719657999999,4.4548473204,4.820927012099999,4.3006702207,4.228198267,4.619567589999998,4.181943623699998,5.046099551399998,4.446923677399998,5.1758689676,4.391419046499999,4.399937993399997,4.550054561199998,4.458247088999999,4.690907891399997,4.949538347399997,5.010387763200002,4.397478814599999,5.328246446699999,4.042594251799998,5.4283748213,4.691352203099999,4.5829671674,4.8619901930000005,4.326366625,6.526239702399996,5.321212823999999,3.8847288884,5.0266194939999975,4.670745232999998,4.707102991999997,3.9706655585999977,4.6119158053,5.2806368149999985,5.099436002499997,5.0101981561,4.317309444100001,5.036891492099998,4.961297524399999,5.576171233400001,4.643880992399999,4.778543803999999,5.002149594000001,4.998236202799999,4.768671432200001,5.116362058799999,4.463003458,5.379979984999999,4.709389598599997,4.707300594399997,4.9600714406,4.7705137609999975,4.572415478999998,4.357404179999998,4.0198505762000005,3.9812311355999994,3.8994487209,4.539979187,4.503178757999999,4.894473349,4.518988862199999,5.034347983399999,3.8779648309,4.6620852548587495,1
ADAM22,4.383110231099998,5.398216750999998,5.125072899399999,4.9612272220000015,4.703986748999999,4.595386883199999,4.039298880600001,4.263754435399998,3.6343414261000015,4.458223914,6.563482637999999,4.348596860400002,4.926114117300002,4.561909474699999,3.5929271038,3.9086737669999976,5.0177768031,5.624267201000001,4.399696042700001,5.051126232199997,4.718192070799999,4.569808772800001,4.267604129999998,4.5620141443999955,4.3839089483999985,4.840429187399998,5.056557711599998,4.9346788550000005,4.534002737200001,5.639323901999997,4.4838750569000005,6.237712811399997,4.540985025699998,5.069445458999999,3.6792141670999983,4.2356007804,4.3371396405999985,3.8476259257999996,5.004300488999999,4.283494738699998,4.548368311,4.166563870600001,4.714861043799997,4.822260657700001,5.776293036100001,4.8075673204000005,4.224885226899997,4.6826986007,5.103729121999998,4.5512203962000015,4.057492138399999,3.8246288462,5.296988227000001,4.6724862835000005,4.907956004700001,4.38397467,5.430595737199999,4.785719272999997,5.018932649,4.5436700834,4.5792925478,4.205492996900001,5.005385670999997,4.655168528999999,4.295688090399997,5.3681837245,4.286078113399999,5.487055632700002,5.934363936999997,5.422332673,5.136798506999998,4.574767210299997,4.947718327,4.417244806899999,5.304219909399998,6.383277532999999,4.293940897399998,5.036054381399998,4.841125430299999,4.594894685399999,5.1185767209999975,4.761644646599997,4.462460775999998,4.598028715999999,5.012677751799999,5.248708587200003,4.9581065229000005,5.031909848999999,4.717769818099999,4.990503629000001,5.537298522,4.390837502800002,4.456357263799998,4.365875523799999,4.943390982000001,4.5207550968999985,5.419198673,5.0929278543,4.815355285699998,4.877361887399998,5.374894584700002,4.907144043,5.584062704399997,4.406129909999999,5.0564710674,5.676767058399999,4.5859412295999995,5.0843963073000005,4.561885174399999,5.1238563978,4.593675611,4.7528303334,4.1573836189,4.302073879800002,5.0857284586999985,5.262685094000001,5.112376264100002,4.642751382600002,5.186527587199999,3.8393955354999982,5.0311926420000015,6.001817491999997,4.897458616400001,4.673968651699999,4.889516669099997,5.552328978399998,4.913091149299999,5.1239089244,4.886851785999999,5.1078578164,4.961270717,4.951891058400002,5.0531938154,3.8621186551999998,5.277875874999999,4.220127913200002,4.640039641400001,4.749121858333334,5.1004709863999995,4.523864999699999,4.394971799700001,5.0610836947000015,4.723555899099998,5.369459988200001,5.656524798099997,5.2213653393333335,4.225387239399998,4.5437336072,5.0903934913999995,4.8497373247,4.555036997000001,4.4823490479000005,4.3770526583,4.316727801133333,4.155831934899998,4.4577223502,4.349397525999999,4.501691587599999,4.847111250399999,4.747109844100001,4.792712584777499,1
MAPK1,3.5545074988,4.4267101172000025,4.8021444096999994,4.180832487699998,5.1219720604,4.5802291297999975,4.542419035099998,4.332504295599998,4.091209269499998,3.4127941394,4.503159000399999,3.5142364868000002,3.3560327558,4.503466361299998,5.397788063999998,4.645575582599999,4.271444045799998,3.597265786799998,2.9662137537999986,3.9601517494999987,4.135595445,4.4892510759,3.6493595218999992,3.9405915602000015,3.748363595400001,3.6217241377999985,4.4330348673,4.1032845513,4.0873498433999975,3.0756201824000002,4.5893954285000005,6.606211039999996,3.713854113000001,4.8573827927,4.186518752999999,4.6879685038,4.366689134699999,4.359648827399998,5.220446944199999,3.3714292616999986,4.2869030846,4.4621410930000005,3.4144106894999995,3.633452078099999,4.357202854999999,4.326226159,3.670036239699999,3.6440233466,4.078298165400001,2.710544622800001,4.243687147599998,5.178829535399999,4.806006040499999,3.3236580298000016,3.9768421984000013,8.279456954999999,4.0626124204,4.5283588933999965,5.486542703399998,4.4670722236,3.547473721599998,4.2109464789999995,4.698052676999998,4.399042192,3.5761860065999977,3.814980251800001,4.522804173799999,4.277604297399998,5.442536228000002,6.291828634000003,4.049536891800002,4.442410212999999,4.549091540299997,4.1172122794,3.1563853461999987,4.926858720999999,4.1932226418,3.905773492499998,4.308969706999998,4.7503329009999975,3.5938783723999985,4.512432689299998,4.7122971512000005,4.1808400748,4.3949064671999984,3.1011377543000007,4.699176203,4.6487305910000005,4.355061089999999,5.131884358000001,3.931218443299999,3.9617990733,2.7303678063999994,3.5136875723000016,3.8332529644000006,8.706236460000001,4.0773302918,4.6032768232,4.251245281199998,4.136741045399998,3.2955182487,4.453403016000001,2.9061107849999988,2.8135825473,3.1827070705000007,4.514380616199999,3.3307124388,4.298051643799999,3.2876930367999995,4.816523157800001,3.7904577125,4.394666619800001,3.7249973918,4.2411741271,4.361972032399998,4.8085725858,3.5628633569,3.8164547866000014,4.593744762000001,3.931952280766666,4.503998641999998,4.833769350799999,3.4454113811578937,4.339563183600001,4.3227916112,5.127909626999999,4.477369807999999,3.336425374700001,3.0217690175,4.0434752405,2.9206175015999998,4.332262103999997,3.7473793497999983,3.8977105872000006,2.747332704199999,4.1150512033999975,3.3106585503000003,3.6590092457000014,3.5138633667000003,3.8102979655000007,3.698998355699999,4.1673372402999975,4.9875464352,4.1644770094,4.264690678199999,4.5731187091,3.7773323602,4.2418406851000015,3.2185748884000014,4.720740910000001,3.9864975671000025,4.338808876999998,4.190106359500001,3.9629858854,4.362690860300002,4.308207229399999,4.284393257599999,3.3728241683,4.185446387399998,4.854849642,4.184319378347029,1
TUBB2B,3.7804075367,4.6701422058,4.672113835400001,4.876326302100001,4.608358964000001,4.418063612,4.082221683499999,4.0983677149999975,5.1627390192,4.8539015570999995,5.822842017999998,4.0964539985,4.760242334,5.6133457084000025,3.7987642549,4.786213709999998,4.5030410226,4.309770811099998,5.0983900694,4.553850755600001,5.033036034999999,5.263021851,3.8996366131999984,4.111655529699998,4.533864817799998,4.397264836299999,5.922456331000003,3.8606785805,4.7475728083,4.461494203599997,4.636265329399997,6.2413609449999985,4.8614979787,4.485349588,4.765219521000001,3.0776913141999978,3.824917325199997,4.787324311699999,5.201502742999997,4.376787461399998,3.8986154876999985,5.405594830999999,4.266501720599997,4.038636924199999,4.136857794999999,4.889620222999999,4.517901114699998,4.7175778043999985,4.773182527000001,4.5360050313,4.70661962,5.227443142399999,5.1368682734999975,4.636309710099999,4.6000175253999975,4.8694029921,4.4263976307999995,4.6245593657000015,5.572912940399999,4.1716977668,4.519490183500001,5.293252800999999,4.739310148199996,3.894670079500001,3.558429449699997,4.1170449892,5.041138961399999,5.196077247999999,5.9519320079999956,6.023173261999999,4.496460819699999,4.698968667999999,4.578043440800001,4.8576965196999975,4.3854335178,5.569895391999999,4.366466288800002,5.0591837559999995,5.235662513333332,4.093850763800002,4.771056537,4.757603582199999,4.7970094206,4.980401703999999,4.955839152099999,4.001460496200001,4.994704590399999,4.648340771299998,5.285462790999999,5.657617175999999,4.5865461576,4.126013788199997,4.4325109130000016,4.4750756214,4.0789540087999985,4.1877518991,4.786622982999999,4.1700224717,4.403409373999997,4.127622417600001,5.211722762100002,3.3363457914000008,4.4365788901,4.4807804567,5.025374283399999,3.8319658115,5.1713021442999985,4.699528614399998,4.4890588148,4.313169008700001,4.234418616400002,4.2021334547999984,4.000912788999998,4.781092258,4.3662097818999985,4.996959370700001,4.4434638378,4.576394267399999,4.860264757800001,4.938361890299998,5.166809394199999,5.8958671600000025,5.230665638799998,4.1459974057,5.283852038300003,5.006948697000001,4.325212013999999,4.7236685707,4.474434303600001,4.599867412800001,4.7489842481,5.085586864,4.017991072400001,3.6660528791,4.898950339799998,4.2478540794,5.060540352,4.015559058700001,4.6878175509999975,4.938718745699998,4.342377953,4.909463034,5.3672210902999975,4.6632057284,4.572836972799999,5.514107331,4.452388961199999,8.707668613999996,4.662510461200001,5.844137124000001,3.5904028174,4.216797499299998,4.122704744200002,4.535577809400002,4.5062169098,5.004278640799999,3.331547601,4.629977713,4.564812664299999,4.1054359015,4.664801058290208,1
SHANK2,4.916208918500001,4.6541769421999994,3.6264279261,4.2744268010000015,5.157235452000002,4.9119136313999965,4.71403047,5.113489484999999,4.086037660899998,3.8884362527,4.7198675724,4.1641962639,5.076321216999999,4.328940053599998,4.439234771499998,5.125728337199998,4.4997734484,5.377171994799999,4.290721865700002,4.626023215999999,4.8305896794,4.696720638099999,4.433542699599999,5.3604537413000015,4.3446132464,4.392087919199998,4.7620792722,5.201018571799997,4.125418382799998,4.794980041399996,5.357775901999999,5.170160941399998,4.951611805999998,5.065451754999998,4.884919637399999,4.485275667,4.026533616600002,3.5649951267999995,4.161608629,4.3322580462,4.458332342,4.807794410699998,4.646542445399998,5.2746829016999985,3.8136101501000015,4.819587080699999,4.912576090999998,5.126729677100001,4.0419891782,4.3396918162999985,4.309934326399998,4.098638011999999,4.436945064700001,4.809914421699998,4.060440218499998,4.654606473200002,4.673608271999999,5.088127604999999,4.9614129284,3.7137513040000014,4.5812210174,5.230091074,5.710126807400001,4.0403803294,3.2008243277999986,5.521535353999997,4.827869463000001,4.124109427299998,4.532540049199999,5.916870395899997,4.970159455599998,4.6048124893999995,5.315715048,5.174591944700001,5.226161277999998,6.1457331571000005,4.4608370597999984,4.210574949199998,3.4942646531,5.1475926714,5.027141923500001,4.3624409058000015,4.4019444282999975,5.241911315199998,3.9295753470999983,3.932448154399998,4.661153632799999,4.971556101399998,5.056554236,4.222875831199998,5.558821825000001,4.6677176174,5.5517362487999975,4.793773883100001,5.363214501,4.0541540771,4.393563199399999,4.282316775100002,4.796664301700001,3.7483808145999986,4.1189641619,5.229977596499998,4.625720306799999,4.3792015743000015,4.1813982741,4.4539516919999995,5.389551485400002,4.4471157457,3.7526464988000017,5.4564617887,4.654916847400001,3.8153425589999994,4.6555562944,4.650694953800001,3.8713748940999984,4.820610746400001,4.6079358758,4.156407379000002,4.0137498094,4.1610327206,4.815464299299999,4.5172744754,4.751890197,4.296096361,4.8744741413999995,4.645121992700001,4.301418150599998,5.175479318000002,4.2527123167999985,4.029607432799997,4.5653788745,4.7542651865,4.982374571600002,4.382595318999998,3.8627649227999985,5.573645291400002,4.0428329318000005,5.295192549199999,5.063391740000001,4.7347531036,4.5467831728,4.793979458699999,5.337000008399998,5.5455231084,4.2518378533000005,4.640708366000002,4.903246097799999,4.816604006,4.624111343000001,4.563263373800002,4.401181889099999,4.115590213399998,4.9458840684,4.6583871059999975,4.3240170110000005,4.21063655,3.938872998,4.448265293233332,3.9675941092999976,4.608467925999999,4.621478917010833,1
RAB3A,4.789564668399997,4.494534375999997,4.7272440928,5.2501343248,5.502440990999998,4.982093281099997,4.7465995425999985,4.1556339796999975,5.102511528999999,3.8646728680000013,5.591658484999997,6.3188060350000015,4.357246097999998,5.020689123,4.826271495200001,4.4948049653999975,4.6886082758,4.9900091007,4.306200968899998,5.3257440457,5.301261403000001,4.907780648,3.513979327899998,7.364372401999997,4.160102767599998,5.292294574999999,5.648710672000001,4.268980865799997,6.519880405000004,5.6243156067,4.701806905999999,6.223047708999999,4.0080653747,4.548696945000001,4.401128739999998,3.4386486657999984,3.997911318799998,6.292257190000003,5.394512617000004,5.655886212399999,4.994766142,6.004680631000001,4.988043749599999,4.3907485511,5.005386074399996,3.7941256710999984,4.0058433626,4.526602959500001,5.4289665364,5.048339283199999,4.884775398099997,5.370976863399999,5.576490974,4.1779766338999975,4.749854975000002,5.7526608454,6.379329034000003,5.543852001000001,4.668240108400002,4.907657942000001,4.621954383,5.017408075599999,5.119163289999999,4.7758559263,3.6805063396999973,4.185884066400002,4.906943877399999,6.062741107999999,6.424743105000003,5.791428392000003,4.209788356000002,4.121815508,5.0103371785,4.9914259234000005,3.7763508251999984,5.210528463000002,4.2783983793,5.144556537999998,6.243150956900001,4.155496544000003,4.972112577799999,4.433189576300001,4.564482652399998,5.223501494,5.253107588700003,4.254292608000004,5.409986997399998,5.588720848,5.0932836680000015,5.385642481999997,4.2351164294000005,4.411137557600003,4.991512972999998,4.893759610699998,4.7223029074000005,5.689496252699999,5.3542210999999975,4.1309909039,4.0776565052,4.692108352699999,8.536447931000005,8.208842636000009,8.343877165000002,8.741123538000004,9.239839653999995,8.836878959000009,8.633859693000005,8.452852004000004,8.188842536000005,4.0178068605,4.4033696737999986,8.434479396000002,3.6950830564999984,5.547113417999997,5.289212713,5.651906922,5.014989961,5.0725615021,5.3542583313,5.077398487099996,4.408180537000001,6.1838101444000015,4.956529665699997,4.422543656599998,7.261792152400003,5.477952088999999,5.027633687,4.520946610899999,4.848167704699999,4.623278707299999,4.386482851399999,6.341213939399999,5.0764627101999995,4.6941720284,5.0063728150000015,3.7353676916000005,5.3818767384,3.9096710365,4.4755668366000005,5.857906093999999,4.706380492999998,4.9546624588,6.799748989299997,5.0766594414,4.703725736400001,4.7775067791999986,5.3922152504,5.0871150404000005,4.681641613800002,5.706717815399999,4.934641235000002,4.657125352600001,4.0701978924,5.0128924191,4.1344818008000015,6.318060369999996,4.8571536277,4.5161297507,4.895828339799998,5.0156796980000005,5.18586726808,1
GIT1,5.185478650700003,3.6393375206,4.2515255433,5.100130973000001,5.683387371999999,4.558834025,5.180273847399999,4.793031155333331,4.856557362999999,5.277514135699997,4.540492381399999,5.478278424000001,5.050708358999998,4.4446826684,4.128716727199997,4.3649114495,5.512330749000001,5.180491618999998,5.242673820399998,5.861646175999996,5.277323893399999,5.6327861472999965,4.9354638204,4.837062479999997,5.867700167999997,5.487336654399997,4.511212447400002,5.515341908999998,5.2902423892,5.2961985814000005,5.615116742,7.042907562000003,4.6774506831999965,4.767051927999998,4.330056806499998,4.7973905941,5.332896129999999,4.557626373299999,4.9479596466999975,5.358287564000001,5.7340947869999965,5.025112628999999,4.6357567738,4.976756160999998,4.8565090234,5.952312947999999,5.0044274044,5.106367744699996,5.0877133630000015,4.958389865399999,4.9109385194,4.761041863399999,4.330064800099999,5.083721714399998,5.274893715000002,5.276103779,5.26336265,5.013884690400002,5.301515436999998,5.7643475079999975,5.3321683140000005,5.700537154400001,5.0981866357,4.980061579399999,4.414504987499998,5.6110485279999995,5.2324729085,4.8123259309999975,4.237004436499998,6.792829755999997,4.252401129199998,5.192749800000001,5.581576276999998,5.257977892733331,5.839956817000001,5.540785798799999,4.957688426999999,5.731142512399999,5.479137129799996,4.953318593999999,5.5918076090000035,5.408688183,5.7510892558,5.518609854399999,4.963639578,4.768464113399999,5.4340955880000035,5.600205291999999,5.203184532399999,4.547579379299998,5.317277788399999,4.9725988894,4.681032187333334,5.688874968733332,5.475843150999999,5.652402395000001,5.668243792999999,5.559017773999998,4.725551285,5.038142416,5.8402746889999975,5.0856728902,5.918058335999997,5.368929070999999,5.6173488030000005,4.943228818000001,5.164555976399998,5.336521376400001,5.075559169399998,5.273999107699996,5.610061882999999,4.899193428399998,5.086926963700002,5.2933018070000015,4.891635402399999,5.863748681999997,4.944483460400001,4.733297692999999,4.965994906999999,4.877326504999999,5.712228110000002,5.423459299899997,6.0046538,5.844683273999998,5.581372804333332,4.3769023037,4.5736681913999995,6.150474176000001,5.292576754999998,6.096981892999997,5.632347869,5.815100401399999,5.7412974860000014,4.4885149767,5.112516218999998,5.029015116,4.949528620399999,5.024016583999998,5.1777017480000005,4.770428450599997,4.499474490699999,5.555719231699999,5.653318325999999,4.716724156000001,5.925433265999999,5.2157085683999975,5.0372495365,5.690992389999997,5.313676636399999,4.5657558858000025,5.797090052000001,4.877191132,6.107751108,5.159265842999998,5.187470361399999,4.555149294,4.8071131974000005,5.000688154999999,4.863033629399999,5.263492454,5.191686489124166,1
GRM7,4.359474784699998,3.6583369264999996,4.460154550399999,3.9589721191999985,3.8947148404,4.1222182417,4.4330371352999975,4.1611461798,5.5855480813,4.902553242399999,6.104637258999999,3.9546880922000005,4.706481461100001,4.219339391699998,5.3925556980000025,4.920050872399997,4.131711684500002,3.7629249221999976,4.546627590799999,4.5275224317000005,3.5745577377999984,4.363126635699999,4.364514802200001,4.4224186953999975,3.908603294399998,4.668862780299999,4.146315297099998,4.673907171799999,4.1380507479,4.456057254199997,3.3583230252000003,6.3283123196999975,4.344596798399999,4.004362813700001,4.1337602042000015,4.517975844800002,4.2288790677999994,4.634651476199999,4.7665578746999975,4.690645368400001,4.176722065300002,4.5007006622,3.8574157029,3.879671289599999,4.033050440999998,4.526744451999997,4.106247364799998,4.074039745799999,4.1025704441,3.7616362078,3.849275849199998,4.7425044581,5.032765561699999,7.960551634399997,3.5928910757999986,4.306970964999998,3.6146547864999996,3.6916280554,5.181874885099998,3.6460282743,4.1909217366,4.3623242093,4.759412840999998,3.80145172,4.123160504899999,4.787053241299998,4.437434961399999,5.444969990999999,5.919815495799996,6.114254235999996,4.4198844371,4.8572951963,4.4435949141,4.6811843466,3.8636313749999993,6.003862737,4.109114687999998,4.756407570399997,4.893189826199999,4.508964569199999,4.657566591799997,4.1336659713999975,5.006771802199998,4.721076313299998,4.106460200399998,4.263165414199999,4.0355226213999975,4.1841480980000005,5.0833465170000025,5.219772568999999,4.612938971600001,4.2290046210000005,3.9268807844999993,4.439556688400001,3.7692009075,4.050175921199998,4.5727546930999985,4.1633822123,5.0904223588000015,4.3012937089999985,4.751015357999998,3.9320192411,4.492631678,4.482349868099998,4.664177122799999,4.0916354040000025,4.807533950399998,4.546156088399999,4.548064700099999,4.556923392499999,4.429538228000001,4.717001264099999,4.3243283388999965,4.559787717399998,4.506415072299999,5.0923781921,4.270079212199999,4.261220421,4.750236477699998,4.745197663299999,4.1542001516000004,5.859276521100004,4.1071580855,4.399624698,4.245742275599998,5.5550135454,4.773056335099998,4.215982842299998,4.498563372,4.681879812999998,4.639671299699999,4.591871257499999,4.431846843999997,4.386482047999999,4.2099801284,4.341518175399997,4.8013513714,4.374640459,4.035138572200001,4.376069144299998,3.83660642,4.876795427000001,5.050865327399999,4.1185926603,4.382312243099999,4.5166126584000015,4.480118195499999,3.890002999600001,4.6103223498000006,4.934582602999999,4.3794035332000005,3.5049176454000013,4.524674563499999,4.017808714799998,4.3839300058,4.727968422999997,3.9174488614,4.5842144998,4.4776255069,4.0837005282,4.473227585596874,1
