,Gene1,Gene2,ytest,ypredict
0,RIMBP2,AAK1,4.0279202000000005,4.0995444004
1,RIMBP2,ABHD5,3.944573,3.5354141163
2,RIMBP2,ACTG1,4.0279202000000005,3.906243944700001
3,RIMBP2,ADAM8,3.4722623999999995,4.027359444899999
4,RIMBP2,ADAP2,3.944573,3.4333011407999994
5,RIMBP2,ADD2,4.0279202000000005,4.148342965800001
6,RIMBP2,ADO,0.8552738000000001,2.397429223099999
7,RIMBP2,AP3D1,4.0279202000000005,4.2368417497
8,RIMBP2,ARPP21,0.28639582,4.0205617083
9,RIMBP2,ATP1A1,5.349235500000001,4.263786956000001
10,RIMBP2,ATP2B1,4.0279202000000005,3.868798328899999
11,RIMBP2,ATP6V0A4,1.7923673,1.8922610571999992
12,RIMBP2,BMP1,2.5894779999999997,5.6588802602
13,RIMBP2,CBS,1.5557305000000001,3.5620923029999987
14,RIMBP2,CD320,2.5894779999999997,3.3922200876999993
15,RIMBP2,CDH2,4.7776074,4.149475008
16,RIMBP2,CTNNB1,4.7776074,5.0293619927
17,RIMBP2,DNM3,4.0279202000000005,4.229229485433332
18,RIMBP2,DYNLL2,4.0279202000000005,2.9203460406
19,RIMBP2,ERC2,4.7776074,4.474520787799999
20,RIMBP2,FILIP1,1.7923673,3.7606758742
21,RIMBP2,FLAD1,2.57687,3.889110478099999
22,RIMBP2,FRG1,0.8552738000000001,4.5105970087000005
23,RIMBP2,GABBR1,4.0279202000000005,4.888878263700001
24,RIMBP2,GABBR2,4.7776074,4.456091000700001
25,RIMBP2,GOT1,4.0279202000000005,3.5200622991000006
26,RIMBP2,GPR39,1.7923673,4.1054897001
27,RIMBP2,HBE1,0.8552738000000001,4.330655354099999
28,RIMBP2,HLCS,0.8552738000000001,3.8651044396999987
29,RIMBP2,HLX,2.0461139999999998,3.5822617596999997
30,RIMBP2,HS1BP3,2.9474682999999997,3.3426369227999997
31,RIMBP2,HTT,6.845114,3.5899119946999996
32,RIMBP2,INA,4.0279202000000005,2.9261195750999995
33,RIMBP2,IRX1,2.9474682999999997,2.1152395454
34,RIMBP2,ITGB6,3.8967822,4.500038014199999
35,RIMBP2,JRKL,0.19393377,3.1596225760999994
36,RIMBP2,KCNA1,4.7776074,3.604588752100001
37,RIMBP2,KCNN3,1.7923673,3.9658141332999985
38,RIMBP2,KIF22,0.8552738000000001,3.8401175813999986
39,RIMBP2,LARP4B,1.6509179,3.741493591
40,RIMBP2,LRRC32,2.0461139999999998,3.6749699968
41,RIMBP2,MAP1B,4.0279202000000005,4.636275737199998
42,RIMBP2,MPP2,4.7776074,4.866006802999998
43,RIMBP2,NLGN2,4.7776074,4.192921253400001
44,RIMBP2,NLRP9,0.74966997,4.427448524999998
45,RIMBP2,NRXN2,4.7776074,3.994733913100001
46,RIMBP2,OCRL,5.349235500000001,3.227886875200001
47,RIMBP2,PCLO,4.7776074,5.443568231999999
48,RIMBP2,PDE2A,4.0279202000000005,4.123612185999999
49,RIMBP2,PDIA4,0.8414745000000001,4.080734150800001
50,RIMBP2,PLIN2,1.7923673,3.470930377099998
51,RIMBP2,PPP1R1A,7.599462,3.504459307799999
52,RIMBP2,PRKACA,4.7776074,3.500846260599998
53,RIMBP2,PRKAR1A,5.1520033,3.9885039790999985
54,RIMBP2,PYROXD1,0.7650389,3.3250509876999983
55,RIMBP2,RAB35,4.0279202000000005,3.4948215564000003
56,RIMBP2,RAB3D,4.0279202000000005,3.0417228350999994
57,RIMBP2,RABAC1,4.0279202000000005,3.837773083099998
58,RIMBP2,RAPGEF4,4.0279202000000005,4.267940496399999
59,RIMBP2,RCCD1,1.7923673,3.290535421199999
60,RIMBP2,RIMS1,4.7776074,4.8256410917
61,RIMBP2,RNF138,3.5493386,3.6851633386
62,RIMBP2,SAMHD1,2.57687,4.766685850299998
63,RIMBP2,SLC45A2,1.0244004,4.1422756312
64,RIMBP2,SLC7A8,1.7923673,3.6613833888999996
65,RIMBP2,SNRPC,0.8552738000000001,3.738825752199999
66,RIMBP2,SUGCT,0.19393377,4.2672519404
67,RIMBP2,SYNJ2,5.349235500000001,3.5792723717
68,RIMBP2,SYT1,4.7776074,3.493126958200001
69,RIMBP2,SYT12,4.7776074,3.509702895099999
70,RIMBP2,UPP2,2.57687,3.4561455591000003
71,RIMBP2,VCP,4.0279202000000005,4.642953612199999
72,RIMBP2,WASF1,4.0279202000000005,4.300678518500002
73,RIMBP2,XRCC2,2.0461139999999998,3.5588813193999993
74,RIMBP2,YWHAE,7.5008984,3.8775789264666662
75,RIMBP2,YWHAG,5.1520033,2.629585827899998
76,RIMBP2,YWHAH,4.7776074,3.8595141750000024
77,RIMBP2,YWHAQ,4.0279202000000005,4.440428163800002
78,RIMBP2,YWHAZ,4.0279202000000005,4.7967682968
79,RIMBP2,ZDHHC13,1.5621508,3.787408104599999
80,GABRA4,AAK1,5.581360299999999,4.1839883708
81,GABRA4,ABHD5,2.2746223999999997,5.087077004999998
82,GABRA4,ACTG1,4.966724,5.297099718399998
83,GABRA4,ADAM8,4.0193653,3.9642414799999983
84,GABRA4,ADAP2,2.0172346,4.250291240699998
85,GABRA4,ADD2,5.802554,4.144554402699999
86,GABRA4,ADO,0.28639582,3.4551423172999995
87,GABRA4,AP3D1,4.966724,3.9628484692999986
88,GABRA4,ARPP21,1.3665688,5.344645079000002
89,GABRA4,ATP1A1,5.871267,5.1728945809999995
90,GABRA4,ATP2B1,8.906891,4.866498930800002
91,GABRA4,ATP6V0A4,5.815191,2.0132220752999994
92,GABRA4,BMP1,2.1516693,4.082771947199999
93,GABRA4,CBS,1.5557305000000001,4.147207109499999
94,GABRA4,CD320,4.2387147,4.0536502989
95,GABRA4,CDH2,8.019364999999999,4.274550402499998
96,GABRA4,CTNNB1,5.897901999999999,5.841000340000003
97,GABRA4,DNM3,5.897901999999999,4.9709636449999985
98,GABRA4,DYNLL2,5.802554,3.5507900468999973
99,GABRA4,ERC2,8.019364999999999,5.045139173
100,GABRA4,FILIP1,1.7923673,3.4731903438000007
101,GABRA4,FLAD1,1.7923673,3.2741250787
102,GABRA4,FRG1,2.0172346,4.954656869699999
