,Group,Adult_Expression
0,Synapse,0.01704825
1,Synapse,24.7242105
2,Synapse,0.014742374999999999
3,Synapse,14.848097624999998
4,Synapse,15.316430250000002
5,Synapse,5.477030375000001
6,Synapse,2.656468625
7,Synapse,9.775675875
8,Synapse,31.26525825
9,Synapse,0.2996576875
10,Synapse,0.026669500000000002
11,Synapse,20.26421875
12,Synapse,62.808662
13,Synapse,5.0180511249999995
14,Synapse,5.137073875
15,Synapse,7.986527000000001
16,Synapse,0.42496625
17,Synapse,12.685034125
18,Synapse,5.4506695
19,Synapse,6.970646375000001
20,Synapse,12.624450500000002
21,Synapse,23.41578625
22,Synapse,10.010456375
23,Synapse,5.979377625000001
24,Synapse,1.670890375
25,Synapse,3.1596061250000003
26,Synapse,0.020265625
27,Synapse,2.85385
28,Synapse,89.56496100000001
29,Synapse,17.497770499999998
30,Synapse,23.33797525
31,Synapse,31.674923375
32,Synapse,3.93869225
33,Synapse,0.022727
34,Synapse,28.04907675
35,Synapse,0.4598135
36,Synapse,0.36147137500000004
37,Synapse,25.62300825
38,Synapse,19.696554
39,Synapse,24.010270875
40,Synapse,0.018766125
41,Synapse,0.053810625
42,Synapse,9.90464325
43,Synapse,2.7234439999999998
44,Synapse,6.602891499999998
45,Synapse,11.215543749999998
46,Synapse,7.6411264999999995
47,Synapse,0.023172500000000002
48,Synapse,18.35606
49,Synapse,26.814937750000002
50,Synapse,22.432202249999996
51,Synapse,0.057863000000000005
52,Synapse,1.7488785
53,Synapse,11.147614874999999
54,Synapse,24.833287249999998
55,Synapse,167.111280375
56,Synapse,22.228687500000003
57,Synapse,41.437071625
58,Synapse,91.06673037499999
59,Synapse,48.34115025
60,Synapse,4.647514875000001
61,Synapse,0.028705374999999998
62,Synapse,391.316933125
63,Synapse,119.05038400000001
64,Synapse,21.622208375
65,Synapse,0.395941
66,Synapse,0.181255
67,Synapse,34.367612875000006
68,Synapse,26.380365750000003
69,Synapse,1.130732
70,Synapse,0.5882358750000001
71,Synapse,34.0188145
72,Synapse,12.888663499999998
73,Synapse,0.036449999999999996
74,Synapse,7.053736625
75,Synapse,24.175326499999997
76,Synapse,10.078641875
77,Synapse,6.5617016249999995
78,Synapse,72.951584375
79,Synapse,90.356154875
80,Synapse,26.345370125000002
81,Synapse,11.63431275
82,Synapse,29.378363875
83,Synapse,17.5341455
84,Synapse,5.3840682499999994
85,Synapse,1.4180010000000003
86,Synapse,13.856218125
87,Synapse,0.10019487499999999
88,Synapse,33.82319925
89,Synapse,1.930409125
90,Synapse,22.609295625
91,Synapse,5.2040215
92,Synapse,5.172070375
93,Synapse,30.53379825
94,Synapse,10.35884075
95,Synapse,3.1605432500000004
96,Synapse,138.92501737499998
97,Synapse,80.61157449999999
98,Synapse,35.50582587499999
99,Synapse,13.884317625
100,Synapse,2.8567495
101,Synapse,16.70218025
102,Synapse,7.615412625
103,Synapse,14.380899750000001
104,Synapse,0.04031175
105,Synapse,98.06168037500001
106,Synapse,12.350760625
107,Synapse,33.98390425
108,Synapse,1.9603457499999999
109,Synapse,0.64073775
110,Synapse,6.8498037499999995
111,Synapse,4.771038625
112,Synapse,52.6503455
113,Synapse,5.583668749999999
114,Synapse,0.994371125
115,Synapse,17.030884
116,Synapse,14.714132125000003
117,Synapse,6.157667375
118,Synapse,93.886140875
119,Synapse,0.04713875
120,Synapse,0.913534
121,Synapse,4.375904
122,Synapse,3.6865162500000004
123,Synapse,8.92059925
124,Synapse,0.507977625
125,Synapse,0.05341625
126,Synapse,25.646284875
127,Synapse,6.200716750000001
128,Synapse,25.882527874999997
129,Synapse,11.110224375000001
130,Synapse,4.29242275
131,Synapse,16.96695825
132,Synapse,116.024970125
133,Synapse,2.861067875
134,Synapse,6.929683625
135,Synapse,0.026830125
136,Synapse,4.530930875
137,Synapse,0.37753424999999996
138,Synapse,12.23870875
139,Synapse,38.390879875
140,Synapse,51.479146375
141,Synapse,0.036852499999999996
142,Synapse,9.592563
143,Synapse,5.593089750000001
144,Synapse,14.788290750000002
145,Synapse,33.946001
146,Synapse,16.48087825
147,Synapse,21.376915625000002
148,Synapse,5.9014169999999995
149,Synapse,6.152175124999999
150,Synapse,0.029922375
151,Synapse,34.384272249999995
152,Synapse,16.081159624999998
153,Synapse,21.00996125
154,Synapse,26.32880675
155,Synapse,29.71446575
156,Synapse,13.709248
157,Synapse,0.6853778749999999
158,Synapse,2.43229775
159,Synapse,59.19610375
160,Synapse,13.297381
161,Synapse,0.037381374999999994
162,Synapse,0.18428037500000002
163,Synapse,0.947446625
164,Synapse,26.742609
165,Synapse,10.5536685
166,Synapse,46.881852625
167,Synapse,0.422144375
168,Synapse,0.02964975
169,Synapse,9.293744625
170,Synapse,57.925294625
171,Synapse,36.986931625
172,Synapse,20.968912375
173,Synapse,58.059314875000005
174,Synapse,1.8748063749999997
175,Synapse,8.4198255
176,Synapse,0.013203874999999999
177,Synapse,33.123039375000005
178,Synapse,32.838933000000004
179,Synapse,83.98841412499999
180,Synapse,0.3852815
181,Synapse,0.8257067499999999
182,Synapse,5.7538525
183,Synapse,32.87469975
184,Synapse,4.165348375000001
185,Synapse,1.167343375
186,Synapse,6.427744375
187,Synapse,0.037214250000000004
188,Synapse,2.503205125
189,Synapse,1.7897178750000002
190,Synapse,9.062528375
191,Synapse,5.2537143125
192,Synapse,41.38726737500001
193,Synapse,21.612715625
194,Synapse,7.304417875
195,Synapse,1.5898136250000001
196,Synapse,10.526534250000001
197,Synapse,30.954251624999998
198,Synapse,17.955968499999994
199,Synapse,325.20042512500004
200,Synapse,6.83365225
201,Synapse,10.572220375
202,Synapse,5.599923625
203,Synapse,20.532026
204,Synapse,40.722838624999994
205,Synapse,16.842136625000002
206,Synapse,45.6195365
207,Synapse,11.545853625
208,Synapse,65.35122075000001
209,Synapse,7.633540125
210,Synapse,0.10775006250000001
211,Synapse,4.036562875
212,Synapse,62.294981875000005
213,Synapse,57.937813625000004
214,Synapse,56.481962499999995
215,Synapse,37.705088875
216,Synapse,22.529248625000005
217,Synapse,29.209346875
218,Synapse,14.0307995
219,Synapse,135.92834374999998
220,Synapse,1.59280675
221,Synapse,13.747841749999997
222,Synapse,23.161025125
223,Synapse,25.434082000000004
224,Synapse,13.211087500000001
225,Synapse,1.058993375
226,Synapse,7.969379125000001
227,Synapse,13.695195125
228,Synapse,21.223008375000003
229,Synapse,0.7113915000000001
230,Synapse,6.45359775
231,Synapse,2.590555
232,Synapse,0.38874362500000004
233,Synapse,2.464908625
234,Synapse,29.035162125
235,Synapse,18.210880500000002
236,Synapse,0.213748375
237,Synapse,5.835891875
238,Synapse,16.0866545
239,Synapse,66.3296275
240,Synapse,2.4406165
241,Synapse,299.743340375
242,Synapse,0.076639625
243,Synapse,28.70793075
244,Synapse,64.551734875
245,Synapse,38.17987050000001
246,Synapse,8.270948875
247,Synapse,10.691423875
248,Synapse,3.917439875
249,Synapse,1.4643115
250,Synapse,15.365795875
251,Synapse,27.685605749999997
252,Synapse,13.571002
253,Synapse,29.229868875
254,Synapse,18.2904285
255,Synapse,34.25374875
256,Synapse,13.628868500000001
257,Synapse,5.458225125
258,Synapse,30.760704999999998
259,Synapse,54.46428775
260,Synapse,8.518636875
261,Synapse,2.695615375
262,Synapse,4.04580675
263,Synapse,14.903641875
264,Synapse,19.20753025
265,Synapse,4.968173375
266,Synapse,4.08936975
267,Synapse,33.226372125
268,Synapse,3.02229125
269,Synapse,0.025798250000000002
270,Synapse,17.917224
271,Synapse,5.4721378750000005
272,Synapse,2.944521375
273,Synapse,24.849353375
274,Synapse,9.597464
275,Synapse,6.322465875
276,Synapse,0.20270375
277,Synapse,5.202716500000001
278,Synapse,10.239971875
279,Synapse,1.254494375
280,Synapse,2.597602375
281,Synapse,13.505043375
282,Synapse,9.377209
283,Synapse,1.3718826250000002
284,Synapse,0.052428375
285,Synapse,4.544378624999999
